0.3,0.00700288
0.600016,0.00233716
0.899998,0.0196041
1.20017,-0.0013332
1.50018,0.046643
1.80138,-0.0264672
2.1025,0.115119
2.4109,-0.119969
2.72526,0.306702
3.08723,-0.421685
3.52809,0.862506
4.30891,-1.31755
5.84689,2.37976
9.84371,-3.27057
19.4805,3.84248
40.1698,3.97289
59.7331,-25.909
3.03661,-1.91008
81.9325,68.9225
-27.6624,-76.8645
226.85,106.092
764.105,137.468
-159.105,140.767
-998.299,1482.34
1619.49,780.487
2222.53,5379.53
6054.68,-1566.29
18175.3,4509.09
31561.8,23405.6
-4601.21,39369.8
57356.2,66002.6
-30626.8,-8035.19
-176954,-138383
-510222,-119599
37784.5,-270111
844566,263179
-790553,82664.8
-2.16592e+006,2.51822e+006
-6.34411e+006,250585
-8.52975e+006,-7.52462e+006
5.08576e+006,-5.86381e+006
2.2484e+007,-2.13412e+007
-1.39772e+007,-6.09877e+006
-7.98351e+007,6.46226e+006
-7.60306e+007,1.20106e+008
-2.56963e+008,5.35505e+007
-4.23816e+008,-2.27396e+008
1.27924e+008,-2.73636e+008
-6.62592e+008,-7.78366e+008
-1.18479e+009,-2.27842e+009
-1.39551e+009,-4.95931e+009
-5.94719e+009,-4.93638e+009
-1.05921e+010,1.20792e+009
-1.80722e+010,1.18782e+010
-1.4346e+008,-9.4163e+008
-2.88598e+008,-3.82124e+010
6.24618e+009,-1.00885e+011
-5.29636e+010,-1.89418e+011
6.41367e+010,-5.27273e+010
-2.25467e+011,4.00825e+010
-6.87996e+011,-1.83474e+011
-1.12703e+012,5.64892e+011
-2.3636e+012,-2.20894e+011
3.17405e+010,3.96271e+011
-4.1086e+012,-1.43868e+011
-1.11275e+013,-7.71884e+011
-2.95957e+012,-9.41407e+012
3.36699e+012,-2.84529e+013
3.50882e+013,-4.02484e+013
6.31784e+013,-8.99392e+013
1.28977e+014,-1.96789e+013
2.90181e+014,-8.05598e+011
1.6096e+014,-2.41997e+014
-2.99933e+014,-2.59734e+014
9.05615e+013,-9.31901e+014
-1.1864e+015,-1.2242e+015
-7.53933e+014,9.40283e+014
-1.27544e+015,-2.74162e+015
4.68903e+015,-4.6559e+015
1.50271e+016,-6.76331e+015
2.5693e+016,7.44784e+015
4.18267e+016,-1.77499e+016
1.277e+016,-5.89026e+016
-2.40926e+016,-1.35283e+017
-1.6289e+017,-1.01871e+017
6.44508e+016,-1.79684e+017
-3.00043e+017,-4.52456e+015
-9.80214e+017,-2.5975e+016
-1.26526e+017,7.37115e+017
5.10213e+017,2.55528e+018
3.50694e+018,1.3215e+018
6.32575e+018,-3.34446e+018
4.78226e+018,-1.23824e+019
8.28627e+017,2.52203e+018
-2.50111e+019,3.54348e+017
-4.36787e+019,-3.90487e+019
-9.88176e+019,-8.73577e+019
-2.18152e+020,-1.18152e+020
-2.89562e+020,7.63283e+019
4.70732e+019,-1.28222e+019
-3.12084e+020,4.49333e+020
6.2003e+020,1.35058e+020
3.02653e+020,1.75734e+021
-2.64882e+020,-9.61728e+020
-4.86282e+021,-1.76199e+021
-1.15123e+022,2.39329e+021
-1.00303e+021,1.03352e+022
-1.71074e+022,-4.8402e+021
-3.95742e+022,2.47694e+022
-2.86754e+022,-3.66995e+022
7.03987e+022,-7.10051e+022
2.34524e+023,-7.25286e+021
5.24035e+023,5.27726e+022
3.03217e+022,1.04959e+023
-6.3418e+023,6.08226e+023
4.34162e+023,1.51222e+024
1.58659e+024,3.55961e+024
-1.79126e+024,1.52363e+024
-5.43711e+024,-4.00236e+024
-5.02557e+022,5.71672e+024
1.80488e+025,1.02175e+025
-1.31116e+025,7.26022e+024
-4.32125e+024,5.90472e+025
-9.14149e+025,4.54691e+025
-2.07884e+026,1.36636e+026
-1.1301e+025,-1.48377e+025
1.73601e+025,4.00556e+026
-5.86557e+026,7.51663e+026
-1.4159e+027,1.57967e+027
-3.08865e+026,-4.49315e+025
2.33044e+027,1.93215e+027
2.34806e+027,7.4635e+027
1.15181e+028,8.87158e+027
2.70509e+028,9.79209e+027
1.1867e+027,6.32513e+027
-1.56783e+028,-3.4057e+028
-6.17336e+028,-9.1192e+028
-5.74561e+028,-2.14174e+029
9.64214e+028,-3.51639e+029
4.03294e+029,-5.11382e+029
1.77122e+029,-1.04551e+030
9.81729e+029,-4.99372e+029
2.34937e+030,3.87933e+029
-9.41093e+028,1.61198e+030
-2.59938e+030,5.44747e+030
5.04132e+030,6.21459e+030
2.8052e+030,-6.46105e+030
-6.84246e+030,1.28349e+031
-2.87901e+031,4.1569e+031
2.50881e+031,6.9303e+031
-6.09298e+031,1.5322e+031
5.7675e+031,1.37367e+032
1.45124e+032,-1.34074e+032
6.1387e+032,-2.26984e+032
1.39166e+033,-3.67843e+031
2.11991e+033,1.08998e+033
1.4185e+033,3.22558e+033
2.08592e+032,-3.40801e+032
-4.46431e+033,-4.58014e+033
-6.67678e+033,-1.49159e+034
-1.07946e+034,2.30547e+033
-2.22457e+034,2.96675e+034
-2.01029e+034,7.93072e+034
5.60867e+034,4.58173e+034
1.39728e+035,-6.57015e+034
-3.6819e+034,8.70891e+034
-2.73579e+035,-2.24138e+035
-2.4036e+035,-8.78218e+035
8.45579e+035,-7.24088e+035
-3.64117e+035,-2.10632e+036
-2.86462e+036,-3.14905e+035
-7.56283e+036,1.79674e+036
-4.18922e+036,9.73491e+036
-1.85683e+037,1.10888e+037
-5.8605e+036,-9.48596e+036
-1.32107e+037,3.03318e+037
5.78679e+036,9.54086e+037
6.63775e+037,1.91385e+038
1.10525e+038,6.56057e+036
2.7694e+038,-2.64567e+038
-2.43627e+038,-3.76997e+038
-7.6422e+038,3.46762e+038
-2.15462e+039,-1.95569e+038
1.27204e+038,8.21485e+038
-2.41969e+039,4.13815e+039
-2.04048e+038,-2.50147e+039
1.09673e+040,1.02836e+039
-6.06223e+039,-8.69342e+039
-3.50903e+040,-2.40069e+040
-3.8217e+040,-7.88463e+040
-1.56034e+040,1.02571e+040
-1.68105e+041,-1.00402e+040
-2.75538e+041,2.23937e+041
1.38292e+041,1.04025e+041
-2.99329e+041,-4.6897e+041
1.51709e+041,-1.58798e+042
1.68604e+041,4.308e+041
-3.10988e+042,1.24512e+042
1.1683e+042,4.93922e+042
6.43647e+042,1.27936e+043
